Faction,Class,KB,D,HK,DD,HD,Rol
Alliance,Mage,9,1,28,42848,6232,dps
Horde,Warrior,1,2,22,25296,18631,dps
Alliance,Warrior,9,5,23,41415,2000,dps
Alliance,Monk,3,4,22,25214,7651,dps
Horde,Shaman,1,3,26,6652,60447,heal
Alliance,Death Knight,4,5,25,48198,12318,dps
Alliance,Demon Hunter,2,4,19,21789,3138,dps
Horde,Rogue,5,4,45,51237,17310,dps
Alliance,Hunter,5,4,31,73418,9144,dps
Alliance,Hunter,4,3,29,53194,10249,dps
Horde,Paladin,8,7,42,83612,32570,dps
Alliance,Mage,0,7,14,36666,19184,dps
Horde,Priest,4,2,13,24047,7801,dps
Alliance,Mage,7,6,30,77737,11825,dps
Horde,Shaman,0,6,43,20857,190000,heal
Horde,Demon Hunter,3,3,17,21081,2176,dps
Horde,Hunter,7,4,37,82055,11900,dps
Alliance,Hunter,7,4,37,82055,11900,dps
Alliance,Hunter,6,6,40,106000,15191,dps
Alliance,Death Knight,10,8,34,113000,40541,dps
Horde,Death Knight,5,3,45,43361,56030,dps
Alliance,Druid,0,3,36,1112,131000,heal
Horde,Shaman,7,4,46,110000,18815,dps
Alliance,Druid,1,3,12,12491,776,dps
Horde,Rogue,6,6,29,48068,12530,dps
Horde,Hunter,3,5,44,50097,12874,dps
Alliance,Demon Hunter,4,4,31,32712,23882,dps
Alliance,Demon Hunter,0,2,7,19628,776,dps
Horde,Paladin,2,1,12,23856,7983,dps
Horde,Death Knight,1,0,12,31701,33958,dps
Horde,Demon Hunter,3,2,6,33274,4903,dps
Horde,Priest,5,0,14,31383,8944,dps
Alliance,Warrior,0,2,4,19395,2871,dps
Horde,Warlock,3,1,12,40418,15685,dps
Alliance,Warrior,0,2,5,18057,3781,dps
Horde,Shaman,2,2,9,9390,46838,heal
Horde,Priest,0,1,12,5789,41588,heal
Horde,Warrior,3,1,7,23788,22274,dps
Alliance,Shaman,1,2,6,49148,4281,dps
Horde,Warlock,0,0,11,5652,5239,dps
Alliance,Monk,0,2,6,1864,61595,heal
Alliance,Paladin,0,3,4,7710,5657,dps
Alliance,Demon Hunter,2,3,4,47762,6200,dps
Horde,Rogue,2,0,15,10512,1988,dps
Alliance,Warrior,3,2,6,41592,7035,dps
Alliance,Hunter,1,1,7,14512,0,dps
Alliance,Druid,3,3,51,41345,6846,dps
Alliance,Monk,1,5,47,4151,96845,heal
Horde,Paladin,6,5,32,71658,18317,dps
Alliance,Druid,0,0,65,10704,102000,heal
Alliance,Paladin,6,3,55,54924,19525,dps
Alliance,Hunter,8,3,58,80393,9125,dps
Alliance,Hunter,4,4,55,42148,7130,dps
Alliance,Priest,3,7,48,38369,16447,dps
Horde,Shaman,0,5,37,7373,62941,heal
Alliance,Paladin,4,2,61,52221,9759,dps
Alliance,Warrior,3,2,53,23774,3855,dps
Horde,Druid,0,4,36,3437,126000,heal
Alliance,Druid,1,3,25,15781,4953,dps
Horde,Mage,8,5,29,79798,8942,dps
Horde,Warlock,2,3,28,84128,15132,dps
Alliance,Paladin,9,1,66,119000,26688,dps
Alliance,Druid,7,1,60,52809,11500,dps
Horde,Demon Hunter,4,5,24,67262,6141,dps
Alliance,Paladin,9,1,63,170000,62122,dps
Horde,Demon Hunter,1,2,23,23140,4461,dps
Horde,Death Knight,6,6,30,68159,24001,dps
Horde,Warlock,3,0,33,26812,8050,dps
Horde,Druid,2,6,32,61954,3716,dps
Horde,Death Knight,2,3,34,58974,18277,dps
Alliance,Druid,0,3,54,301,158000,heal
Horde,Demon Hunter,3,5,29,80266,21357,dps
Horde,Monk,1,6,33,1705,116000,heal
Horde,Demon Hunter,2,3,28,45502,12907,dps
Alliance,Death Knight,5,5,46,53833,16665,dps
Horde,Shaman,1,0,20,4200,20294,heal
Horde,Demon Hunter,4,0,43,27521,11046,dps
Horde,Rogue,3,0,38,13482,6591,dps
Alliance,Shaman,0,4,1,11107,3005,dps
Alliance,Hunter,0,3,0,30026,6214,dps
Alliance,Druid,1,5,1,34245,6072,dps
Horde,Mage,4,0,33,34665,4104,dps
Alliance,Warlock,0,4,1,28212,12558,dps
Horde,Paladin,5,1,27,37387,14109,dps
Horde,Hunter,1,1,37,8275,1473,dps
Horde,Shaman,0,1,35,9548,44439,heal
Alliance,Warrior,1,4,2,33650,7070,dps
Alliance,Rogue,0,5,2,13750,5845,dps
Horde,Rogue,5,0,27,32895,7786,dps
Alliance,Druid,0,3,1,13175,6591,dps
Horde,Priest,5,0,40,60040,15011,dps
Alliance,Rogue,0,2,3,28351,12590,dps
Horde,Rogue,1,0,23,3668,910,dps
Alliance,Druid,0,6,1,0,22660,heal
Horde,Warlock,7,0,43,39438,16546,dps
Horde,Shaman,5,0,35,31776,6985,dps
Alliance,Mage,0,5,1,14947,1264,dps
Horde,Death Knight,6,0,37,37951,13729,dps
Horde,Death Knight,5,0,44,40162,38360,dps
Alliance,Warrior,1,3,2,18236,669,dps
Horde,Death Knight,0,0,44,30676,2575,dps
Alliance,Druid,0,4,1,702,43364,heal
Horde,Shaman,4,4,23,87355,11429,dps
Alliance,Shaman,0,0,30,9147,83387,heal
Alliance,Hunter,3,0,28,31257,3852,dps
Horde,Priest,6,0,25,79258,15808,dps
Horde,Warrior,2,5,21,54041,5374,dps
Horde,Monk,0,2,28,2167,120000,heal
Alliance,Hunter,4,4,34,47561,7910,dps
Horde,Hunter,0,2,12,6894,3059,dps
Horde,Paladin,1,2,19,56580,12849,dps
Alliance,Druid,0,2,39,0,107000,heal
Horde,Shaman,0,5,29,14677,93200,heal
Alliance,Death Knight,1,0,31,33700,6223,dps
Alliance,Death Knight,3,3,36,73649,20787,dps
Horde,Demon Hunter,2,4,29,96061,5560,dps
Alliance,Demon Hunter,10,0,42,75412,14354,dps
Horde,Druid,1,1,28,39814,7010,dps
Horde,Rogue,2,1,28,30362,9186,dps
Alliance,Demon Hunter,2,0,38,37383,2751,dps
Alliance,Demon Hunter,8,1,43,57601,13853,dps
Horde,Demon Hunter,1,3,27,25643,2055,dps
Alliance,Shaman,2,5,30,36510,9813,dps
Alliance,Warrior,6,4,42,83743,12146,dps
Horde,Monk,0,3,28,1155,113000,heal
Alliance,Warrior,2,4,41,38146,10200,dps
Horde,Mage,5,3,24,48825,1987,dps
Horde,Death Knight,2,5,26,30744,13375,dps
Alliance,Warrior,5,3,33,57637,15991,dps
Alliance,Shaman,1,1,40,5477,122000,heal
Alliance,Demon Hunter,1,3,42,73138,3303,dps
Horde,Rogue,2,7,22,43417,4718,dps
Alliance,Warrior,1,1,29,31129,12358,dps
Alliance,Warrior,2,6,33,57950,5784,dps
Horde,Warlock,1,6,27,79610,31523,dps
Horde,Priest,3,1,30,31158,11969,dps
Alliance,Paladin,0,0,5,18558,2724,dps
Alliance,Demon Hunter,2,4,27,62836,3631,dps
Horde,Hunter,2,4,30,88075,4727,dps
Horde,Druid,3,0,32,67420,17183,dps
Horde,Shaman,0,1,30,20887,87785,heal
Alliance,Priest,14,0,40,134000,39508,dps
Alliance,Priest,0,4,33,9542,138000,heal
Horde,Druid,1,1,28,6112,127000,heal
Horde,Hunter,3,1,28,102000,7947,dps
Alliance,Druid,1,2,29,56692,43818,dps
Alliance,Druid,6,1,40,100000,15722,dps
Alliance,Mage,1,2,23,69139,11493,dps
Alliance,Warrior,1,5,31,44539,27531,dps
Horde,Paladin,1,2,30,9302,128000,heal
Alliance,Monk,2,0,38,6712,140000,heal
Alliance,Shaman,2,3,24,12549,3227,dps
Alliance,Hunter,2,0,5,17682,376,dps
Horde,Shaman,1,2,33,44022,12723,dps
Alliance,Mage,3,3,35,107000,4168,dps
Horde,Shaman,2,3,20,52338,23003,dps
Alliance,Rogue,6,1,36,43844,14130,dps
Horde,Druid,4,4,31,61434,6308,dps
Horde,Shaman,2,8,23,69811,18597,dps
Horde,Monk,3,4,29,63178,26239,dps
Horde,Hunter,11,2,31,118000,13350,dps
Horde,Druid,0,3,32,3493,79902,heal
Alliance,Druid,0,4,26,9235,126000,heal
Alliance,Warlock,2,1,32,38235,18496,dps
Alliance,Hunter,4,5,27,77704,9750,dps
Horde,Druid,0,2,46,6421,190000,heal
Alliance,Paladin,0,3,27,36682,5253,dps
Horde,Warlock,1,3,30,73297,36014,dps
Alliance,Paladin,5,5,27,110000,27003,dps
Horde,Hunter,7,1,48,188000,8090,dps
Alliance,Shaman,0,3,27,6350,76122,heal
Alliance,Warrior,1,3,26,62372,2670,dps
Horde,Shaman,0,5,44,16222,95175,heal
Alliance,Monk,0,3,29,2543,106000,heal
Alliance,Warrior,0,4,28,45501,4113,dps
Horde,Warrior,4,2,47,71075,10608,dps
Alliance,Death Knight,0,2,17,51236,82487,dps
Alliance,Paladin,6,3,32,118000,11454,dps
Alliance,Mage,0,5,31,40404,7692,dps
Horde,Druid,1,1,39,32401,1799,dps
Alliance,Hunter,4,6,26,47278,11343,dps
Horde,Druid,0,1,45,4553,126000,heal
Horde,Demon Hunter,5,3,44,86857,9856,dps
Horde,Warlock,8,2,49,117000,33117,dps
Horde,Warrior,5,3,45,42009,2902,dps
Alliance,Warrior,6,4,32,150000,44955,dps
Alliance,Warlock,5,1,29,89119,21084,dps
Horde,Warlock,3,4,37,29734,20677,dps
Horde,Warrior,8,4,45,107000,18273,dps
Horde,Warlock,5,0,47,77736,22259,dps
Alliance,Druid,0,2,0,10074,4816,dps
Alliance,Warrior,4,5,15,71185,11257,dps
Horde,Death Knight,2,2,19,38517,12019,dps
Alliance,Shaman,2,9,11,44722,15998,dps
Horde,Priest,8,3,42,73371,23049,dps
Horde,Shaman,3,4,37,49117,12173,dps
Alliance,Paladin,4,5,16,75507,26308,dps
Horde,Shaman,1,0,41,11125,93108,heal
Horde,Priest,0,1,39,34919,180000,heal
Horde,Mage,3,2,44,51810,9167,dps
Alliance,Hunter,0,3,17,59493,7407,dps
Alliance,Hunter,1,4,17,53529,9402,dps
Alliance,Paladin,2,3,18,10837,99339,heal
Horde,Mage,5,1,43,55292,14003,dps
Horde,Shaman,1,3,39,47545,20358,dps
Horde,Rogue,12,1,44,74339,11455,dps
Horde,Priest,7,1,37,63264,14994,dps
Alliance,Druid,2,3,18,65380,8580,dps
Alliance,Rogue,2,9,13,57711,10011,dps
Alliance,Warrior,7,0,28,62049,5084,dps
Horde,Priest,0,4,25,20541,34936,heal
Alliance,Priest,0,1,30,26040,139000,heal
Alliance,Hunter,1,7,18,35973,13605,dps
Horde,Shaman,0,5,25,8524,50325,heal
Alliance,Rogue,7,2,27,56005,6760,dps
Alliance,Mage,2,3,26,77019,20339,dps
Horde,Rogue,3,6,22,53265,4637,dps
Horde,Demon Hunter,5,2,24,51010,2176,dps
Alliance,Death Knight,1,5,19,28508,71025,dps
Horde,Druid,2,3,28,62414,3183,dps
Alliance,Mage,1,1,25,34504,16971,dps
Horde,Monk,0,1,28,6564,113000,heal
Alliance,Priest,2,2,27,4183,79406,heal
Horde,Druid,3,3,26,71599,10320,dps
Alliance,Warrior,3,6,23,38107,3818,dps
Horde,Rogue,1,2,22,27340,2257,dps
Alliance,Rogue,6,1,28,58897,7859,dps
Horde,Rogue,0,3,20,28182,2507,dps
Horde,Priest,6,1,28,161000,29382,dps
Alliance,Monk,0,6,2,3006,59675,heal
Horde,Hunter,2,1,33,18152,3181,dps
Horde,Priest,0,1,33,4486,70555,heal
Horde,Shaman,2,0,38,15017,78285,heal
Horde,Rogue,9,0,38,44634,829,dps
Alliance,Hunter,0,5,3,37600,6083,dps
Horde,Paladin,4,0,38,54113,17632,dps
Alliance,Paladin,1,7,2,2226,2014,dps
Alliance,Hunter,1,7,2,42630,8940,dps
Alliance,Hunter,0,5,2,53756,8635,dps
Alliance,Mage,0,6,2,29502,15345,dps
Horde,Warlock,4,0,36,39326,14253,dps
Alliance,Paladin,0,2,3,4929,21014,heal
Horde,Mage,4,1,39,52249,8475,dps
Horde,Demon Hunter,8,0,36,79997,14178,dps
Alliance,Hunter,1,0,3,19343,6967,dps
Horde,Shaman,4,0,35,38874,9407,dps
Alliance,Demon Hunter,1,0,3,16103,20932,dps
Horde,Paladin,0,0,32,10689,6333,dps
Alliance,Mage,0,1,3,4043,0,dps
Horde,Paladin,11,3,38,60589,29728,dps
Alliance,Hunter,3,7,22,37892,14136,dps
Horde,Paladin,3,3,29,52299,20458,dps
Horde,Priest,5,3,24,25578,97152,heal
Horde,Mage,3,6,28,41167,16543,dps
Horde,Priest,4,2,33,69036,7661,dps
Horde,Shaman,0,3,27,13551,83287,heal
Horde,Druid,6,3,35,54651,14063,dps
Horde,Rogue,4,4,26,47028,1792,dps
Alliance,Death Knight,7,3,31,88260,26169,dps
Alliance,Demon Hunter,8,3,26,64300,6495,dps
Alliance,Demon Hunter,2,6,24,67914,7705,dps
Alliance,Demon Hunter,2,7,22,73619,6761,dps
Horde,Druid,3,1,28,28247,5040,dps
Alliance,Shaman,0,3,25,6022,64603,heal
Horde,Warrior,8,8,27,88575,11014,dps
Alliance,Druid,3,4,16,26248,0,dps
Alliance,Rogue,7,3,30,65592,10581,dps
Alliance,Hunter,2,7,26,32478,6614,dps
Alliance,Monk,0,4,19,671,68021,heal
Alliance,Druid,1,1,32,75407,3350,dps
Alliance,Demon Hunter,12,1,41,122000,9439,dps
Horde,Paladin,0,2,4,436,25396,heal
Alliance,Hunter,5,1,40,78722,0,dps
Alliance,Shaman,1,0,40,17302,145000,heal
Alliance,Rogue,4,0,40,45394,7143,dps
Horde,Shaman,0,5,9,8642,59087,heal
Alliance,Warlock,0,4,28,15033,14354,dps
Alliance,Demon Hunter,5,1,35,87797,4193,dps
Horde,Warrior,3,5,9,78488,12640,dps
Horde,Demon Hunter,3,4,10,46920,10159,dps
Alliance,Hunter,4,2,29,56994,7839,dps
Horde,Shaman,0,2,8,70448,12826,dps
Horde,Priest,1,6,8,6956,113000,heal
Horde,Priest,3,3,10,30447,19588,dps
Horde,Warrior,3,5,8,71391,7063,dps
Horde,Shaman,1,6,8,39354,18043,dps
Horde,Shaman,0,2,8,2104,88411,heal
Alliance,Monk,0,0,38,842,54608,heal
Alliance,Paladin,6,3,26,68877,19716,dps
Alliance,Hunter,0,0,3,8519,7349,dps
Horde,Demon Hunter,1,0,26,23318,1301,dps
Alliance,Druid,0,2,3,12462,7766,dps
Alliance,Hunter,0,3,1,59714,4953,dps
Horde,Priest,1,0,26,6914,98271,heal
Horde,Death Knight,5,0,26,39247,8481,dps
Horde,Shaman,0,1,24,2350,35636,heal
Horde,Warlock,1,0,26,16071,1684,dps
Alliance,Rogue,0,4,2,36982,3574,dps
Horde,Paladin,4,0,26,27810,5621,dps
Alliance,Warrior,0,3,1,11540,1653,dps
Alliance,Mage,1,3,2,16299,6069,dps
Horde,Rogue,1,1,25,13529,4761,dps
Horde,Mage,7,0,26,22797,5377,dps
Alliance,Priest,0,3,2,4152,11838,heal
Horde,Warrior,3,0,26,28089,3314,dps
Alliance,Demon Hunter,1,4,3,29015,3672,dps
Alliance,Rogue,0,3,1,21828,9299,dps
Horde,Death Knight,3,1,24,14902,25871,dps
Alliance,Druid,1,5,34,579,131000,heal
Alliance,Warlock,0,7,35,28988,21865,dps
Alliance,Death Knight,7,5,38,140000,23607,dps
Horde,Demon Hunter,4,2,46,71962,19836,dps
Alliance,Hunter,6,6,37,101000,5765,dps
Horde,Monk,0,3,47,0,176000,heal
Horde,Rogue,9,2,49,78323,23932,dps
Horde,Shaman,7,5,40,99117,7920,dps
Horde,Warrior,10,4,49,89436,16007,dps
Alliance,Mage,5,8,35,94137,36356,dps
Horde,Shaman,1,5,48,10297,96458,heal
Horde,Paladin,4,4,44,44358,41300,dps
Horde,Demon Hunter,3,4,42,41994,2633,dps
Alliance,Warrior,11,4,36,68310,13563,dps
Alliance,Druid,0,1,40,1003,77531,heal
Horde,Hunter,6,7,45,82401,3816,dps
Alliance,Hunter,4,4,37,56062,6574,dps
Alliance,Hunter,2,5,33,73636,8484,dps
Alliance,Rogue,5,5,37,41053,7480,dps
Horde,Warrior,6,5,41,58584,10628,dps
Alliance,Death Knight,2,4,32,42662,8678,dps
Alliance,Mage,0,4,39,10955,2449,dps
Horde,Warlock,6,2,33,82344,24761,dps
Horde,Warrior,8,6,25,86048,9333,dps
Alliance,Monk,6,4,41,89222,18639,dps
Alliance,Mage,7,0,42,65391,8774,dps
Alliance,Paladin,4,4,38,81646,14746,dps
Alliance,Mage,6,4,35,81291,30027,dps
Horde,Shaman,0,5,33,13630,129000,heal
Alliance,Monk,0,3,40,2104,173000,heal
Alliance,Demon Hunter,11,3,42,140000,24964,dps
Horde,Druid,2,5,32,27410,25661,dps
Alliance,Demon Hunter,3,4,35,47434,6110,dps
Horde,Rogue,0,6,27,35088,3370,dps
Horde,Mage,3,5,31,61415,19862,dps
Horde,Hunter,4,5,29,44696,7467,dps
Horde,Paladin,6,2,30,130000,31887,dps
Alliance,Shaman,1,3,40,3787,81047,heal
Horde,Mage,4,3,30,76612,10672,dps
Horde,Druid,0,4,30,147,110000,heal
Alliance,Druid,0,2,17,3014,80452,heal
Horde,Druid,8,1,32,107000,1044,dps
Alliance,Warlock,2,5,13,43744,18637,dps
Horde,Warrior,7,1,30,53753,11686,dps
Horde,Demon Hunter,2,3,30,43392,11974,dps
Alliance,Hunter,4,5,17,64628,6708,dps
Alliance,Shaman,0,3,14,8494,82772,heal
Alliance,Demon Hunter,2,3,17,62322,5202,dps
Horde,Shaman,1,3,25,11395,84427,heal
Horde,Priest,0,2,32,0,160000,heal
Alliance,Priest,0,4,19,18455,111000,heal
Horde,Mage,2,1,30,52389,3678,dps
Horde,Warlock,4,1,33,80137,28552,dps
Alliance,Shaman,5,3,17,95019,14874,dps
Horde,Warrior,2,4,24,43722,1994,dps
Alliance,Paladin,1,3,18,68113,9642,dps
Horde,Death Knight,5,2,33,75589,31472,dps
Horde,Mage,1,2,31,52493,7418,dps
Alliance,Demon Hunter,2,1,18,46257,18557,dps
Alliance,Rogue,4,3,19,42048,15587,dps
Alliance,Paladin,1,1,9,530,24974,heal
Alliance,Paladin,0,1,10,12796,5987,dps
Horde,Paladin,0,3,48,2934,157000,heal
Horde,Warlock,10,3,46,83174,23858,dps
Horde,Warrior,9,5,39,49415,5452,dps
Horde,Druid,2,4,46,30242,4069,dps
Alliance,Rogue,4,1,14,36795,2088,dps
Horde,Warrior,10,4,47,48192,14157,dps
Alliance,Paladin,4,7,30,65098,26829,dps
Horde,Druid,5,3,45,40686,20344,dps
Alliance,Hunter,5,4,27,125000,12438,dps
Horde,Shaman,0,4,45,17235,130000,heal
Alliance,Druid,2,6,26,64656,12513,dps
Alliance,Hunter,2,7,24,36981,10817,dps
Horde,Warlock,8,2,45,73862,15394,dps
Horde,Monk,1,2,27,9347,2770,dps
Alliance,Shaman,0,4,23,3754,24783,heal
Alliance,Druid,7,7,27,63084,7388,dps
Horde,Mage,5,0,51,42275,10795,dps
Alliance,Warlock,9,3,18,92912,22203,dps
Horde,Warrior,8,2,26,54009,6304,dps
Alliance,Druid,1,1,14,1464,149000,heal
Alliance,Demon Hunter,1,3,15,85182,13961,dps
Horde,Warlock,3,2,29,81150,49207,dps
Alliance,Monk,0,1,16,6874,66161,heal
Horde,Rogue,2,1,24,95626,2923,dps
Horde,Druid,3,4,22,65587,10163,dps
Alliance,Mage,3,5,13,55314,14836,dps
Alliance,Demon Hunter,3,4,15,68559,41916,dps
Horde,Shaman,0,2,25,13709,107000,heal
Horde,Death Knight,0,3,17,26724,23131,dps
Alliance,Priest,1,3,4,13538,3520,dps
Alliance,Priest,0,2,16,3286,75885,heal
Horde,Druid,2,1,21,38719,21763,dps
Alliance,Monk,1,2,15,37484,20293,dps
Alliance,Mage,0,5,13,27179,12156,dps
Horde,Death Knight,5,3,15,47421,20308,dps
Horde,Death Knight,8,2,26,117000,16546,dps
Horde,Rogue,0,2,23,34046,23907,dps
Alliance,Shaman,1,8,18,23832,3299,dps
Horde,Warrior,10,2,58,49147,4812,dps
Horde,Death Knight,8,2,59,72011,31079,dps
Alliance,Warrior,2,7,16,51305,9969,dps
Horde,Demon Hunter,6,4,61,99829,11649,dps
Alliance,Warrior,0,0,1,4518,286,dps
Alliance,Warrior,3,8,20,68925,16263,dps
Horde,Paladin,12,2,61,103000,38653,dps
Horde,Demon Hunter,1,3,55,64733,8266,dps
Horde,Shaman,1,2,59,13751,116000,heal
Alliance,Monk,0,6,17,1562,111000,heal
Alliance,Mage,0,8,13,42564,31270,dps
Alliance,Druid,3,6,16,67213,18236,dps
Horde,Death Knight,6,2,59,71140,11555,dps
Alliance,Mage,7,3,21,54032,19697,dps
Horde,Hunter,11,3,55,87636,8537,dps
Alliance,Warrior,1,5,14,57523,16802,dps
Alliance,Warlock,3,9,18,68136,36597,dps
Horde,Hunter,2,1,59,55810,3470,dps
Horde,Paladin,0,0,63,10094,90734,heal
Alliance,Druid,2,4,17,40406,7704,dps
Horde,Warlock,4,1,31,41933,11671,dps
Alliance,Hunter,3,2,23,70607,17802,dps
Alliance,Priest,0,4,18,1875,72206,heal
Alliance,Priest,1,2,22,18626,132000,heal
Horde,Warlock,9,2,42,101000,26322,dps
Horde,Shaman,0,2,36,5964,85374,heal
Horde,Hunter,7,4,41,87912,660,dps
Horde,Death Knight,6,1,36,81925,25180,dps
Horde,Warrior,11,5,39,78293,21037,dps
Horde,Shaman,0,1,42,28514,117000,heal
Alliance,Hunter,1,6,19,79143,11405,dps
Alliance,Rogue,1,5,21,42030,10436,dps
Horde,Mage,4,3,32,59822,18359,dps
Alliance,Warrior,7,7,19,32447,8385,dps
Horde,Rogue,4,3,39,28167,10817,dps
Alliance,Warrior,2,5,17,41131,8204,dps
Horde,Hunter,4,3,31,59075,4520,dps
Alliance,Paladin,5,6,21,77817,30302,dps
Alliance,Rogue,3,9,17,61062,10867,dps
Horde,Priest,2,0,56,35540,67347,heal
Alliance,Demon Hunter,5,1,13,27259,4234,dps
Alliance,Hunter,2,0,15,48582,5392,dps
Horde,Priest,1,0,56,1674,106000,heal
Horde,Warrior,1,2,36,9826,4626,dps
Alliance,Rogue,2,4,8,27857,9137,dps
Horde,Druid,9,2,53,85242,1848,dps
Alliance,Monk,0,5,12,17784,59506,heal
Horde,Demon Hunter,1,1,4,8937,2359,dps
Alliance,Priest,1,0,17,25951,141000,heal
Alliance,Rogue,3,4,11,46547,5329,dps
Alliance,Warrior,2,9,10,56473,2510,dps
Horde,Shaman,5,3,44,45863,21908,dps
Horde,Shaman,3,1,54,10794,46407,heal
Alliance,Paladin,1,2,16,17147,13681,dps
Alliance,Paladin,0,8,12,26178,16534,dps
Alliance,Paladin,0,5,15,30744,10957,dps
Horde,Rogue,0,1,39,25085,3507,dps
Horde,Death Knight,5,2,47,54951,10846,dps
Alliance,Druid,0,3,8,2490,44501,heal
Horde,Mage,5,1,55,70075,8733,dps
Horde,Hunter,0,5,28,7213,2449,dps
Horde,Hunter,3,1,46,39941,5455,dps
Horde,Druid,5,0,53,54495,9757,dps
Alliance,Druid,0,2,12,0,68020,heal
Horde,Warrior,14,0,53,91140,8135,dps
Alliance,Demon Hunter,1,5,15,29305,7317,dps
Horde,Mage,3,2,43,53892,6475,dps
Alliance,Demon Hunter,1,4,9,36178,4972,dps
Alliance,Warrior,2,9,8,28963,7506,dps
Alliance,Hunter,2,5,7,46895,11397,dps
Horde,Hunter,2,1,42,38863,9133,dps
Alliance,Demon Hunter,0,6,5,25538,6860,dps
Alliance,Druid,0,3,8,1959,28827,heal
Horde,Paladin,5,1,44,48458,12896,dps
Horde,Monk,4,1,34,56851,18138,dps
Horde,Shaman,0,2,40,12240,79175,heal
Alliance,Warlock,1,4,10,50085,16963,dps
Horde,Shaman,9,0,44,58348,2722,dps
Horde,Rogue,3,2,41,31422,8496,dps
Horde,Paladin,10,0,43,54106,7856,dps
Alliance,Druid,0,0,2,5307,2574,dps
Alliance,Rogue,1,3,10,27988,4721,dps
Alliance,Paladin,2,6,6,58911,13210,dps
Alliance,Monk,0,8,9,1892,49708,heal
Horde,Warlock,7,1,42,46477,24408,dps
Horde,Priest,1,1,45,15925,106000,heal
Alliance,Mage,3,5,7,56131,27128,dps
Horde,Demon Hunter,3,1,44,36959,8122,dps
Alliance,Hunter,1,2,10,18723,151,dps
Horde,Druid,2,2,43,19709,7992,dps
Horde,Warlock,12,0,51,92666,17003,dps
Alliance,Demon Hunter,0,4,14,43245,3612,dps
Horde,Priest,10,1,49,83088,14028,dps
Horde,Priest,0,0,51,2167,151000,heal
Horde,Shaman,1,3,48,12784,77834,heal
Horde,Demon Hunter,9,4,44,55059,13713,dps
Horde,Demon Hunter,3,1,47,44713,14554,dps
Alliance,Warrior,3,3,15,48150,12128,dps
Alliance,Hunter,3,7,14,65217,6619,dps
Alliance,Rogue,4,2,16,54559,7544,dps
Alliance,Hunter,0,3,15,15342,5312,dps
Alliance,Death Knight,1,7,13,74957,19339,dps
Horde,Warlock,4,1,47,45590,32278,dps
Alliance,Hunter,2,7,10,51846,10121,dps
Alliance,Rogue,2,8,10,49315,4998,dps
Alliance,Shaman,0,8,12,2218,70646,heal
Alliance,Rogue,2,3,12,27831,2080,dps
Horde,Warlock,4,4,42,33110,7823,dps
Horde,Rogue,6,1,48,43390,8537,dps
Alliance,Hunter,3,5,29,29020,8104,dps
Alliance,Paladin,0,0,43,1138,135000,heal
Horde,Druid,2,10,33,24278,11252,dps
Horde,Warrior,5,7,35,68822,22706,dps
Alliance,Death Knight,8,4,41,56494,17645,dps
Alliance,Druid,7,4,40,79975,20534,dps
Horde,Hunter,3,5,34,41539,4165,dps
Horde,Mage,4,4,33,65383,11656,dps
Alliance,Mage,5,5,41,66025,6585,dps
Horde,Hunter,11,1,40,97757,12008,dps
Alliance,Warlock,7,7,39,87053,43628,dps
Horde,Shaman,0,8,30,13526,73232,heal
Alliance,Mage,3,2,40,48697,10986,dps
Alliance,Druid,0,3,41,28395,25367,dps
Horde,Paladin,0,2,41,9906,132000,heal
Horde,Warrior,14,1,41,129000,31297,dps
Horde,Druid,0,3,38,18260,9555,dps
Alliance,Shaman,8,6,42,61452,16292,dps
Alliance,Death Knight,4,5,38,85475,21917,dps
Horde,Warlock,2,1,36,27663,14704,dps
Alliance,Warrior,4,6,10,51579,17744,dps
Horde,Monk,0,1,48,477,76318,heal
Horde,Death Knight,5,1,45,52488,12726,dps
Alliance,Rogue,0,1,8,6928,2795,dps
Horde,Warlock,6,2,35,54858,26844,dps
Horde,Shaman,3,0,47,8134,67338,heal
Horde,Warlock,5,1,44,71068,44859,dps
Alliance,Hunter,0,4,7,13473,8639,dps
Alliance,Monk,0,4,6,175,93718,heal
Horde,Mage,10,1,47,72749,12622,dps
Alliance,Demon Hunter,1,6,10,69847,8471,dps
Alliance,Mage,1,7,9,25214,690,dps
Alliance,Paladin,2,4,11,52739,13547,dps
Alliance,Death Knight,2,4,9,41278,23386,dps
Alliance,Hunter,1,9,8,39005,7851,dps
Horde,Death Knight,5,0,51,31910,17027,dps
Horde,Hunter,1,3,36,19026,3297,dps
Horde,Druid,11,1,48,72494,11068,dps
Horde,Hunter,5,2,46,42019,5480,dps
Alliance,Hunter,1,6,7,21772,8279,dps
Horde,Mage,3,3,24,25088,18318,dps
Horde,Hunter,7,4,28,82278,13106,dps
Horde,Mage,3,3,27,53144,21267,dps
Alliance,Priest,0,2,25,11515,75784,heal
Horde,Shaman,0,4,22,21656,104000,heal
Horde,Warlock,6,4,28,37288,14833,dps
Alliance,Warrior,7,5,30,51905,3915,dps
Horde,Death Knight,9,3,26,85066,23570,dps
Alliance,Paladin,5,3,22,49260,21276,dps
Alliance,Hunter,2,2,10,19523,7362,dps
Alliance,Warlock,2,5,20,86428,27863,dps
Alliance,Demon Hunter,4,7,19,65587,4955,dps
Alliance,Mage,3,1,9,40413,4569,dps
