Faction,Class,KB,D,HK,DD,HD,Rol
Horde,Druid,0,2,4,55026,29654,dps
Horde,Death Knight,0,5,3,71937,18736,dps
Horde,Druid,0,1,4,820,72920,heal
Alliance,Priest,7,2,43,146000,39844,dps
Alliance,Hunter,2,2,41,106000,11815,dps
Alliance,Druid,0,1,43,17395,192000,heal
Alliance,Druid,2,3,42,69850,18514,dps
Horde,Monk,0,0,5,195,42834,heal
Horde,Paladin,2,6,23,111000,27394,dps
Horde,Demon Hunter,1,5,21,20160,2291,dps
Alliance,Warlock,2,3,36,48667,20738,dps
Alliance,Shaman,14,4,43,131000,18197,dps
Alliance,Druid,3,2,34,82854,4483,dps
Horde,Hunter,9,3,27,60591,11823,dps
Alliance,Hunter,8,3,44,99671,13983,dps
Alliance,Priest,0,3,44,13343,108000,heal
Horde,Hunter,7,3,25,92607,13008,dps
Alliance,Warlock,3,2,41,85316,40312,dps
Horde,Druid,0,3,22,8215,153000,heal
Horde,Hunter,0,5,20,66474,12890,dps
Alliance,Demon Hunter,6,3,32,58659,20013,dps
Horde,Paladin,4,4,25,136000,20361,dps
Horde,Druid,3,1,22,35621,19489,dps
Horde,Monk,0,2,27,15464,241000,heal
Alliance,Druid,3,3,34,57157,8669,dps
Horde,Druid,2,3,19,41436,11302,dps
Horde,Shaman,2,5,24,129000,10799,dps
Horde,Shaman,0,2,24,573,106000,heal
Alliance,Druid,0,4,19,38108,8147,dps
Alliance,Shaman,0,1,44,11584,123000,heal
Horde,Priest,2,5,21,92870,24650,dps
Alliance,Mage,2,2,32,40445,26269,dps
Alliance,Mage,2,7,9,29411,10153,dps
Alliance,Warrior,1,3,10,22007,4419,dps
Alliance,Rogue,0,3,12,22881,5302,dps
Horde,Priest,0,0,57,7968,89357,heal
Horde,Demon Hunter,6,2,48,66780,20119,dps
Horde,Warrior,0,2,34,10040,4784,dps
Horde,Shaman,3,0,60,47251,15344,dps
Horde,Warrior,1,2,53,26009,27560,dps
Alliance,Rogue,1,8,11,51860,21382,dps
Horde,Paladin,3,2,38,30684,6895,dps
Horde,Priest,6,0,57,105000,29364,dps
Alliance,Priest,0,3,16,16943,183000,heal
Horde,Paladin,11,2,55,75810,21109,dps
Horde,Shaman,7,1,55,104000,12231,dps
Alliance,Priest,0,4,14,13302,92997,heal
Horde,Shaman,0,2,55,7738,97421,heal
Alliance,Demon Hunter,0,6,12,44667,7825,dps
Alliance,Warrior,1,5,14,53302,15319,dps
Alliance,Mage,2,3,11,19033,16219,dps
Horde,Death Knight,1,1,53,42748,20409,dps
Alliance,Priest,3,2,13,116000,30721,dps
Alliance,Hunter,1,7,11,51585,12988,dps
Horde,Druid,0,2,49,5128,52538,heal
Horde,Priest,6,1,41,37008,9052,dps
Alliance,Mage,0,1,0,6633,1210,dps
Horde,Shaman,8,1,56,80066,9329,dps
Horde,Mage,2,0,55,73018,3756,dps
Alliance,Warlock,5,6,10,83664,43580,dps
Horde,Priest,0,2,59,14530,193000,heal
Horde,Warrior,10,7,51,88288,10991,dps
Alliance,Warlock,7,3,47,104000,9936,dps
Alliance,Mage,1,5,41,41254,12295,dps
Alliance,Druid,1,2,46,7982,226000,heal
Alliance,Warlock,2,4,38,49345,15896,dps
Alliance,Mage,2,8,42,101000,27010,dps
Alliance,Hunter,2,5,42,56800,10894,dps
Horde,Shaman,0,4,46,16032,164000,heal
Horde,Demon Hunter,6,4,56,145000,21406,dps
Horde,Rogue,7,3,56,73026,18842,dps
Horde,Warlock,5,7,47,228000,92274,dps
Horde,Paladin,1,2,42,21206,93597,heal
Horde,Rogue,3,6,52,82185,18296,dps
Alliance,Warrior,6,4,36,40114,4843,dps
Alliance,Warlock,5,3,44,115000,44827,dps
Horde,Warlock,7,1,51,84700,36661,dps
Horde,Paladin,0,4,52,18200,17035,dps
Horde,Death Knight,9,6,54,141000,36031,dps
Alliance,Monk,0,3,44,5431,276000,heal
Alliance,Demon Hunter,2,7,42,55314,7761,dps
Alliance,Warrior,11,7,41,116000,29467,dps
Horde,Mage,8,3,56,82666,13862,dps
Alliance,Rogue,5,4,39,56148,20349,dps
Alliance,Hunter,8,3,49,200000,19679,dps
Horde,Mage,2,4,55,58913,7631,dps
Alliance,Rogue,1,5,35,31233,2387,dps
Horde,Demon Hunter,1,1,39,25934,3922,dps
Horde,Rogue,7,2,46,75119,7590,dps
Alliance,Druid,0,4,34,5623,70676,heal
Alliance,Death Knight,13,7,77,186000,48693,dps
Alliance,Hunter,2,6,70,58205,17034,dps
Horde,Mage,6,4,39,83233,9619,dps
Alliance,Paladin,9,3,69,154000,53475,dps
Alliance,Warrior,7,2,46,39960,7294,dps
Alliance,Hunter,9,1,68,145000,15349,dps
Horde,Mage,9,6,43,125000,24396,dps
Alliance,Warlock,8,1,71,136000,29221,dps
Horde,Hunter,2,5,41,145000,10732,dps
Alliance,Priest,2,3,66,54011,209000,heal
Alliance,Druid,5,6,64,193000,16712,dps
Horde,Hunter,4,4,33,79672,11254,dps
Horde,Priest,1,5,34,42579,133000,heal
Horde,Shaman,1,9,44,32136,151000,heal
Alliance,Druid,7,3,77,114000,16051,dps
Horde,Demon Hunter,9,3,39,125000,18580,dps
Horde,Death Knight,2,2,19,40455,13849,dps
Alliance,Mage,6,3,76,92956,13690,dps
Alliance,Death Knight,4,5,76,29652,24615,dps
Horde,Demon Hunter,7,8,40,157000,19520,dps
Horde,Mage,2,1,21,25913,579,dps
Alliance,Mage,5,4,67,111000,38155,dps
Horde,Warrior,0,1,15,33844,47712,dps
Horde,Druid,1,3,40,33489,189000,heal
Alliance,Druid,0,3,69,31732,150000,heal
Alliance,Mage,1,5,54,63203,8862,dps
Horde,Priest,0,6,39,1674,234000,heal
Horde,Warrior,0,4,23,62816,8733,dps
Alliance,Monk,0,3,78,726,223000,heal
Horde,Death Knight,3,7,34,128000,25293,dps
Alliance,Hunter,1,7,13,71930,15065,dps
Alliance,Hunter,6,2,17,55144,10838,dps
Horde,Shaman,4,0,35,78403,9634,dps
Alliance,Shaman,0,2,12,17566,12109,dps
Alliance,Druid,0,1,13,417,49145,heal
Horde,Shaman,0,2,36,9710,75893,heal
Alliance,Rogue,4,1,17,20908,17645,dps
Horde,Warrior,8,2,32,50497,15763,dps
Horde,Shaman,3,3,31,45926,10094,dps
Alliance,Paladin,3,5,14,74845,39561,dps
Horde,Shaman,5,0,36,62710,13916,dps
Horde,Priest,1,2,37,27624,71874,heal
Alliance,Warlock,3,6,15,45038,23964,dps
Horde,Shaman,7,1,36,76833,13540,dps
Horde,Rogue,1,3,29,23179,2964,dps
Alliance,Hunter,1,5,15,23957,9890,dps
Alliance,Paladin,0,5,13,2644,54330,heal
Horde,Hunter,3,4,27,39427,5921,dps
Horde,Warrior,7,1,36,36945,4682,dps
Alliance,Rogue,1,2,6,22267,10227,dps
Alliance,Rogue,0,5,5,27936,10576,dps
Horde,Paladin,0,0,26,16878,107000,heal
Alliance,Druid,0,4,8,4065,146000,heal
Horde,Priest,0,3,21,3335,76958,heal
Horde,Druid,4,0,26,121000,20637,dps
Alliance,Paladin,0,2,6,23786,13721,dps
Alliance,Shaman,3,1,5,33530,1877,dps
Horde,Warlock,5,1,21,33823,27244,dps
Alliance,Mage,0,3,7,55174,13978,dps
Horde,Shaman,0,1,25,23240,72178,heal
Horde,Druid,2,1,23,117000,4158,dps
Horde,Warrior,8,1,24,64703,9283,dps
Alliance,Druid,2,1,8,46208,6780,dps
Horde,Hunter,4,0,22,40768,7504,dps
Alliance,Mage,0,4,5,50969,8571,dps
Alliance,Priest,1,2,7,23690,99306,heal
Horde,Mage,1,2,20,31486,19549,dps
Alliance,Priest,0,1,0,10283,2194,dps
Horde,Warrior,1,1,24,21874,5318,dps
Horde,Mage,9,0,46,54490,6353,dps
Alliance,Warrior,1,7,23,25928,1338,dps
Alliance,Shaman,0,4,10,24232,7826,dps
Alliance,Paladin,5,5,25,75148,14018,dps
Horde,Shaman,1,4,43,21173,80209,heal
Horde,Demon Hunter,3,3,41,51042,8672,dps
Horde,Priest,1,0,46,3979,143000,heal
Alliance,Mage,1,1,30,86365,25244,dps
Horde,Demon Hunter,11,4,40,68546,9218,dps
Horde,Warlock,8,3,40,74327,27260,dps
Horde,Monk,0,2,42,923,98697,heal
Horde,Mage,6,6,36,71340,4595,dps
Horde,Priest,1,2,43,5642,67232,heal
Horde,Druid,4,5,36,55777,7151,dps
Alliance,Rogue,1,5,26,8452,10643,dps
Alliance,Hunter,8,5,25,129000,10846,dps
Alliance,Druid,1,6,20,37121,7107,dps
Alliance,Priest,2,3,29,41328,13275,dps
Alliance,Rogue,3,8,20,63752,10578,dps
Alliance,Monk,7,1,29,89522,39455,dps
Horde,Rogue,0,6,11,22883,3201,dps
Horde,Warlock,2,4,10,55228,17249,dps
Horde,Priest,2,4,10,81494,24812,dps
Horde,Warlock,1,2,11,60947,12899,dps
Horde,Hunter,1,3,6,23428,8274,dps
Horde,Shaman,0,5,9,17290,76949,heal
Alliance,Monk,0,2,25,263,121000,heal
Alliance,Hunter,8,0,26,82068,11183,dps
Horde,Paladin,0,1,11,17940,133000,heal
Alliance,Hunter,2,1,27,57626,13050,dps
Alliance,Monk,1,0,32,8438,104000,heal
Horde,Paladin,0,0,0,1166,12032,heal
Horde,Warrior,0,4,5,17016,4945,dps
Alliance,Rogue,4,2,25,49189,5540,dps
Horde,Shaman,5,3,10,72566,21299,dps
Alliance,Death Knight,3,1,31,94728,18165,dps
Alliance,Warrior,8,2,29,39532,6868,dps
Alliance,Paladin,0,2,28,17042,5988,dps
Alliance,Demon Hunter,4,0,32,81799,11032,dps
Alliance,Warlock,2,1,26,44164,24206,dps
Alliance,Warrior,0,3,6,9164,636,dps
Horde,Warrior,14,1,48,64805,9455,dps
Horde,Priest,10,0,52,56631,5181,dps
Horde,Druid,9,1,52,73112,5871,dps
Horde,Priest,1,2,48,9707,3672,dps
Alliance,Demon Hunter,0,3,2,11200,749,dps
Alliance,Rogue,0,1,2,10706,1982,dps
Alliance,Hunter,0,3,1,8391,4249,dps
Horde,Death Knight,2,1,31,11288,3322,dps
Alliance,Warrior,0,4,2,11740,327,dps
Horde,Shaman,0,0,28,9784,33472,heal
Alliance,Warlock,0,5,5,20616,11421,dps
Alliance,Druid,1,2,1,8825,679,dps
Horde,Monk,0,0,52,442,80825,heal
Horde,Priest,10,0,52,65660,4364,dps
Alliance,Hunter,3,4,6,27231,10866,dps
Horde,Mage,3,2,38,29408,7570,dps
Alliance,Hunter,0,4,1,12773,3513,dps
Horde,Death Knight,4,1,48,44704,12882,dps
Alliance,Warrior,2,2,45,62198,15738,dps
Alliance,Mage,6,2,41,53964,13859,dps
Alliance,Mage,2,2,41,89857,22827,dps
Alliance,Demon Hunter,6,0,39,65097,16181,dps
Alliance,Death Knight,2,0,45,76273,27807,dps
Alliance,Paladin,5,1,45,100000,22952,dps
Alliance,Warlock,7,1,43,131000,29459,dps
Horde,Druid,4,7,9,62211,1636,dps
Horde,Shaman,1,6,6,11856,47842,heal
Horde,Mage,0,4,6,3788,9701,dps
Horde,Paladin,0,5,4,28837,5500,dps
Horde,Death Knight,0,2,7,56258,17548,dps
Alliance,Monk,1,0,44,2996,64708,heal
Horde,Shaman,2,8,7,87382,7987,dps
Horde,Monk,0,2,9,579,206000,heal
Horde,Demon Hunter,0,2,7,12102,2249,dps
Horde,Priest,0,4,8,52123,8011,dps
Horde,Druid,0,3,9,3151,92324,heal
Alliance,Paladin,0,1,40,3060,47377,heal
Alliance,Warrior,12,0,46,54988,14657,dps
Horde,Monk,0,2,8,11602,141000,heal
Horde,Paladin,5,1,14,100000,23696,dps
Horde,Warlock,3,2,13,86509,56155,dps
Alliance,Death Knight,1,2,23,91941,21368,dps
Horde,Warlock,2,4,11,87058,65324,dps
Horde,Shaman,2,5,8,27921,128000,heal
Horde,Priest,1,0,16,18014,122000,heal
Alliance,Death Knight,2,1,23,120000,18291,dps
Horde,Demon Hunter,0,4,6,52462,56238,dps
Horde,Shaman,1,3,13,21779,86327,heal
Alliance,Paladin,1,0,13,6973,86937,heal
Horde,Monk,0,4,8,5871,124000,heal
Alliance,Warlock,1,3,22,137000,22392,dps
Alliance,Mage,8,0,24,124000,22516,dps
Alliance,Priest,2,0,23,41907,127000,heal
Alliance,Mage,2,4,14,80581,27412,dps
Alliance,Death Knight,3,2,22,96812,24983,dps
Alliance,Death Knight,1,4,23,69035,19307,dps
Horde,Hunter,5,4,11,82922,23097,dps
Alliance,Druid,6,3,23,185000,17901,dps
Horde,Demon Hunter,2,0,31,49668,22632,dps
Alliance,Priest,0,1,8,11519,6959,dps
Alliance,Paladin,0,2,8,23509,8402,dps
Horde,Mage,4,0,32,80971,4139,dps
Horde,Hunter,5,2,30,89563,10763,dps
Alliance,Mage,1,0,1,12533,0,dps
Alliance,Warlock,5,3,12,129000,25689,dps
Horde,Shaman,0,1,32,20106,112000,heal
Horde,Druid,1,1,32,2876,132000,heal
Alliance,Druid,0,0,1,0,0,heal
Horde,Paladin,1,0,32,86131,28150,dps
Alliance,Mage,4,5,11,98132,11725,dps
Alliance,Priest,0,6,11,19162,153000,heal
Alliance,Death Knight,1,3,11,42021,12106,dps
Alliance,Shaman,3,7,13,79618,9517,dps
Horde,Death Knight,0,2,23,16804,7303,dps
Horde,Paladin,8,1,32,90118,36964,dps
Horde,Warrior,7,4,31,55626,8886,dps
Alliance,Druid,0,2,13,401,180000,heal
Horde,Death Knight,4,3,26,103000,20866,dps
Horde,Shaman,3,5,38,63723,37338,dps
Alliance,Death Knight,6,5,44,83779,181000,dps
Alliance,Warlock,5,5,47,70581,32087,dps
Horde,Hunter,0,5,36,11866,4594,dps
Alliance,Demon Hunter,5,7,44,69758,18108,dps
Horde,Priest,7,3,39,182000,52486,dps
Alliance,Hunter,6,5,48,87598,15799,dps
Horde,Shaman,0,9,35,19566,124000,heal
Horde,Warlock,2,7,37,95218,41899,dps
Alliance,Paladin,5,6,45,79699,20202,dps
Horde,Paladin,9,4,41,92747,38256,dps
Horde,Warlock,5,3,43,156000,66252,dps
Horde,Warrior,7,5,39,108000,22040,dps
Horde,Death Knight,5,8,31,102000,18483,dps
Alliance,Priest,0,2,41,24324,169000,heal
Alliance,Druid,18,1,52,123000,49511,dps
Alliance,Monk,0,4,33,13087,9057,dps
Horde,Hunter,2,5,28,57365,6837,dps
Alliance,Death Knight,2,5,41,44997,40934,dps
Alliance,Monk,6,5,44,85443,106000,heal
